#chrom	cdsStart	cdsEnd	name2
chr16	47794690	47794690	CTB-55P19.1
chr16	48093581	48093581	RP11-3M1.3
chr16	48368381	48368381	UBA52P8
chr16	48504863	48504863	RP11-44I10.5
chr16	48530900	48530900	MOCS1P1
chr16	48611434	48611434	RPS2P44
chr16	48634086	48634086	CTC-527H23.1
chr16	48751993	48751993	KLF8P1
chr16	48883829	48883829	RP11-42I10.3
chr16	49100477	49100477	RP11-98C8.1
chr16	49551672	49551672	ADAM3B
chr16	49741916	49741916	MRPS21P7
chr16	49798364	49798364	MRPS21P8
chr16	49968938	49968938	RPL34P29
chr16	50080406	50080406	RP11-429P3.2
chr16	50092060	50092060	RP11-429P3.4
chr16	50185190	50185190	RPL10P14
chr16	51141481	51141481	SOD1P2
chr16	51277964	51277964	AC137527.2
chr16	51311762	51311762	UNGP1
chr16	51679668	51679668	HNRNPA1P48
chr16	51679730	51679730	HNRNPA1P48
chr16	52689215	52689215	RP11-297L17.6
chr16	52689218	52689218	RP11-297L17.6
chr16	52968724	52968724	RP11-467J12.1
chr16	52976050	52976050	RP11-467J12.2
chr16	53044306	53044306	RP11-467J12.3
chr16	53332135	53332135	RP11-454F8.2
chr16	53395930	53395930	RP11-44F14.4
chr16	53398893	53398893	RP11-44F14.1
chr16	54146969	54146969	AC007347.1
chr16	55041893	55041893	CTD-3032H12.3
chr16	55386632	55386632	RPL31P56
chr16	55762026	55762026	CES1P2
chr16	55794459	55794459	CES1P1
chr16	55817522	55817522	CES1P1
chr16	56651474	56651474	MT1L
chr16	56669650	56669650	MT1JP
chr16	56677636	56677636	MT1DP
chr16	56682159	56682159	MT1CP
chr16	56682742	56682742	MT1CP
chr16	56720762	56720762	DPPA2P4
chr16	56940445	56940445	RPS24P17
chr16	57046982	57046982	RP11-322D14.1
chr16	57355263	57355263	CTC-661I16.1
chr16	57366290	57366290	CTC-661I16.2
chr16	57637048	57637048	HMGB3P32
chr16	57747693	57747693	RP11-405F3.2
chr16	58125956	58125956	RP11-332G1.1
chr16	58315592	58315592	AC009107.1
chr16	58631492	58631492	CTA-331F8.1
chr16	58810443	58810443	GEMIN8P2
chr16	58859794	58859794	RP11-451N19.1
chr16	59122740	59122740	RPS27P27
chr16	59200854	59200854	RP11-102D18.1
chr16	59689505	59689505	RP11-105C20.3
chr16	59788364	59788364	APOOP5
chr16	60058481	60058481	RP11-430C1.2
chr16	60391117	60391117	RP11-457D20.1
chr16	60688138	60688138	GNPATP
chr16	60959636	60959636	RP11-90K18.1
chr16	61089348	61089348	RP11-51O6.1
chr16	61089348	61089348	RP11-51O6.1
chr16	62391274	62391274	AC009161.1
chr16	62842125	62842125	RP11-50O21.1
chr16	63214513	63214513	UBE2FP2
chr16	63384666	63384666	RPS15AP34
chr16	63737386	63737386	RP11-370P15.1
chr16	64294473	64294473	RP11-744D14.1
chr16	64770690	64770690	RP11-439I14.1
chr16	64772225	64772225	RP11-439I14.3
chr16	65972091	65972091	RP11-356O24.1
chr16	66484900	66484900	CTD-2258A20.3
chr16	67466594	67466594	AC009061.1
chr16	67889857	67889857	CTC-479C5.11
chr16	68036334	68036334	KARSP3
chr16	68243344	68243344	RPS12P27
chr16	68511139	68511139	RPL35AP33
chr16	68684958	68684958	RP11-615I2.3
chr16	68720301	68720301	RP11-354M1.3
chr16	68856489	68856489	FTLP14
chr16	69059762	69059762	RP11-123C5.5
chr16	69067577	69067577	RPS2P45
chr16	69477142	69477142	RP11-343C2.10
chr16	69790438	69790438	CTD-2033A16.2
chr16	70010290	70010290	RP11-419C5.2
chr16	70044653	70044653	PDXDC2P
chr16	70113031	70113031	RP11-106J23.1
chr16	70236256	70236256	RP11-296I10.5
chr16	70478576	70478576	RPS27P26
chr16	71454385	71454385	RP11-510M2.7
chr16	71464164	71464164	RP11-510M2.4
chr16	71476957	71476957	RP11-510M2.8
chr16	71867689	71867689	RP11-417N10.3
chr16	72025049	72025049	RPL39P31
chr16	72038137	72038137	RP11-498D10.8
chr16	72038935	72038935	ATP5A1P3
chr16	72312166	72312166	RP11-328J14.2
chr16	72762514	72762514	KRT18P18
chr16	73974537	73974537	RPSAP56
chr16	74254827	74254827	AC009120.8
chr16	74346506	74346506	AC009120.3
chr16	74366464	74366464	RP11-252A24.2
chr16	74586148	74586148	RP11-572F4.1
chr16	74646493	74646493	RP11-144N1.4
chr16	74701403	74701403	RP11-144N1.1
chr16	74876484	74876484	RP11-787D11.1
chr16	75226362	75226362	RP11-331F4.1
chr16	75260238	75260238	RP11-331F4.4
chr16	75533685	75533685	RP11-77K12.5
chr16	75742953	75742953	ATP5F1P7
chr16	76268952	76268952	RPL18P13
chr16	76912170	76912170	CTD-2336H13.1
chr16	77254302	77254302	VN2R10P
chr16	77926318	77926318	RP11-281J9.1
chr16	78082379	78082379	KRT8P22
chr16	78089720	78089720	RP11-358L22.2
chr16	78389425	78389425	LSM3P5
chr16	78859177	78859177	RPS3P7
chr16	81509627	81509627	RP11-391L3.5
chr16	82154242	82154242	CTD-2588J6.1
chr16	82468432	82468432	RP11-481E4.1
chr16	84152897	84152897	RP11-505K9.3
chr16	85312425	85312425	CTC-786C10.2
chr16	85848030	85848030	RP11-568J23.7
chr16	85849478	85849478	RP11-568J23.1
chr16	86468435	86468435	RP11-158I3.1
chr16	86559062	86559062	RP11-463O9.1
chr16	86939780	86939780	RP11-107C10.1
chr16	87301790	87301790	RP11-178L8.1
chr16	87926560	87926560	GS1-21A4.2
chr16	87978663	87978663	CTD-3057O21.1
chr16	89525277	89525277	RP1-168P16.3
chr16	89985272	89985272	AC092143.1
chr16	90110321	90110321	URAHP
chr17	2489623	2489623	EIF4A1P9
chr17	18441116	18441116	CCDC144B
chr17	18445401	18445401	CCDC144B
chr17	18739019	18739019	AC107982.4
chr17	19519101	19519101	CTD-2104P17.1
chr17	20446286	20446286	RP11-434D2.10
chr17	20446793	20446793	TBC1D3P3
chr17	20550599	20550599	AC087499.7
chr17	26603070	26603070	KRT18P55
chr17	29058903	29058903	SUZ12P
chr17	30670792	30670792	RP11-227G15.5
chr17	41019295	41019295	AOC4P
chr17	44450220	44450220	NSFP1
chr17	58053369	58053369	DHX40P1
chr17	58191153	58191153	CTD-2319I12.3
chr17	62781376	62781376	PLEKHM1P
chr17	519241	519241	RP11-411G7.2
chr17	560033	560033	RPS4XP17
chr17	656123	656123	DBIL5P
chr17	666804	666804	AC087392.1
chr17	862273	862273	RP11-356I18.1
chr17	1761332	1761332	AC016292.3
chr17	2030723	2030723	RP11-667K14.8
chr17	2210054	2210054	HNRNPA1P16
chr17	2516577	2516577	SAMD11P1
chr17	2627713	2627713	RP11-74E22.4
chr17	3019716	3019716	OR1E3
chr17	3019720	3019720	OR1E3
chr17	3057182	3057182	OR1P1
chr17	3143969	3143969	OR1D4
chr17	3168904	3168904	OR1D3P
chr17	3213538	3213538	OR3A4P
chr17	3213605	3213605	OR3A4P
chr17	3214486	3214486	OR3A5P
chr17	3280820	3280820	OR1AC1P
chr17	3289223	3289223	OR1R1P
chr17	3289223	3289223	OR1R1P
chr17	3522549	3522549	RP11-235E17.5
chr17	3568513	3568513	RP11-48B14.1
chr17	4125385	4125385	RYKP1
chr17	4204666	4204666	RP11-104O19.2
chr17	4475500	4475500	RP11-141J13.4
chr17	4608110	4608110	RP11-314A20.1
chr17	4760051	4760051	ATP6V0CP1
chr17	4760243	4760243	ATP6V0CP1
chr17	4890301	4890301	AC004771.1
chr17	4963650	4963650	RP11-46I8.1
chr17	5030034	5030034	RP11-46I8.4
chr17	5633608	5633608	CTB-162E12.1
chr17	6225732	6225732	BTF3P14
chr17	6321004	6321004	RP11-636N17.1
chr17	6555058	6555058	AC004706.1
chr17	6653003	6653003	CTC-281F24.2
chr17	6653036	6653036	RPL23AP73
chr17	6797100	6797100	ALOX12P2
chr17	6830790	6830790	RP11-530N7.2
chr17	6962252	6962252	CTD-2545G14.2
chr17	7044248	7044248	RPL7AP64
chr17	7233770	7233770	AC026954.6
chr17	7657711	7657711	RPL29P2
chr17	7858185	7858185	RP11-1099M24.8
chr17	8102440	8102440	RP11-599B13.8
chr17	8199822	8199822	RP11-849F2.10
chr17	8463788	8463788	RP11-713H12.2
chr17	8464547	8464547	RP11-713H12.1
chr17	9493218	9493218	RPL19P18
chr17	9756064	9756064	NPM1P45
chr17	10162078	10162078	RPS27AP1
chr17	10619392	10619392	MAGOH2
chr17	10648869	10648869	RP11-963H4.2
chr17	10763851	10763851	RPL15P21
chr17	11914056	11914056	RPL21P122
chr17	12018863	12018863	RP11-471L13.3
chr17	13927830	13927830	CDRT15P1
chr17	14608392	14608392	RPS18P12
chr17	14851057	14851057	RPL23AP76
chr17	15346952	15346952	RPL9P2
chr17	15410179	15410179	AC005517.3
chr17	15492165	15492165	AC005838.2
chr17	15578789	15578789	ZNF29P
chr17	15607545	15607545	UBE2SP1
chr17	15652016	15652016	RP11-640I15.2
chr17	15668016	15668016	CDRT15P2
chr17	15672030	15672030	ZSWIM5P1
chr17	15686601	15686601	IL6STP1
chr17	15689931	15689931	MEIS3P1
chr17	15696175	15696175	AC015922.7
chr17	15732682	15732682	AC015922.5
chr17	15947934	15947934	RPLP1P11
chr17	15987355	15987355	AC002553.4
chr17	16294747	16294747	FTLP12
chr17	16520161	16520161	AC005822.1
chr17	16569420	16569420	NEK4P2
chr17	16586751	16586751	RNASEH1P2
chr17	16648944	16648944	UPF3AP1
chr17	16648949	16648949	UPF3AP1
chr17	16690548	16690548	SRP68P1
chr17	16692214	16692214	FAM106CP
chr17	16699356	16699356	USP32P1
chr17	16715760	16715760	RP11-219A15.3
chr17	16721455	16721455	AC022596.6
chr17	16733312	16733312	KRT16P2
chr17	16733796	16733796	KRT16P2
chr17	16744056	16744056	KRT17P1
chr17	16745429	16745429	KRT17P1
chr17	16751165	16751165	AC022596.2
chr17	16757248	16757248	COTL1P1
chr17	16796511	16796511	RP1-48J14.1
chr17	16827309	16827309	TBC1D27
chr17	17145323	17145323	AC055811.5
chr17	17286690	17286690	RPL13P12
chr17	17286690	17286690	RPL13P12
chr17	17325994	17325994	AC073621.2
chr17	17359740	17359740	TSEN15P1
chr17	17761582	17761582	AC122129.1
chr17	17884505	17884505	AC087163.3
chr17	17913956	17913956	AC087163.2
chr17	18215217	18215217	RPL7AP65
chr17	18216073	18216073	RPL21P121
chr17	18292184	18292184	RP1-37N7.5
chr17	18296793	18296793	TBC1D3P4
chr17	18321508	18321508	RP1-37N7.2
chr17	18324132	18324132	AL353997.4
chr17	18330240	18330240	KRT17P2
chr17	18343223	18343223	KRT16P1
chr17	18343298	18343298	KRT16P1
chr17	18353557	18353557	KRT16P4
chr17	18356268	18356268	AL353997.11
chr17	18356887	18356887	RP1-37N7.6
chr17	18363704	18363704	TNPO1P2
chr17	18400885	18400885	NOS2P2
chr17	18416598	18416598	USP32P2
chr17	18430870	18430870	SRP68P2
chr17	18476044	18476044	AC107983.4
chr17	18476065	18476065	AC107983.4
chr17	18541331	18541331	RP11-815I9.3
chr17	18553507	18553507	AC026271.5
chr17	18553508	18553508	AC026271.5
chr17	18574258	18574258	FOXO3B
chr17	18580573	18580573	UBE2SP2
chr17	18607952	18607952	RP11-815I9.5
chr17	18811591	18811591	AC090286.2
chr17	18889460	18889460	RP11-28B23.1
chr17	18985749	18985749	KYNUP2
chr17	19070208	19070208	KYNUP1
chr17	19111896	19111896	KYNUP3
chr17	19349245	19349245	RPS2P46
chr17	19349282	19349282	RPS2P46
chr17	19400255	19400255	RPL17P43
chr17	19485428	19485428	RP11-1113L8.2
chr17	19489936	19489936	AC025627.7
chr17	19504172	19504172	RP11-1113L8.6
chr17	19505152	19505152	RP11-1113L8.7
chr17	19505571	19505571	MTND1P14
chr17	19506586	19506586	TRNAQ41P
chr17	19507109	19507109	MTND2P12
chr17	19508766	19508766	AC025627.4
chr17	19658556	19658556	AC005722.4
chr17	19743438	19743438	AC015726.1
chr17	19959599	19959599	AC005730.2
chr17	20015136	20015136	KCTD9P1
chr17	20224486	20224486	CCDC144CP
chr17	20224629	20224629	CCDC144CP
chr17	20279019	20279019	UPF3AP2
chr17	20279021	20279021	UPF3AP2
chr17	20319104	20319104	SRP68P3
chr17	20320740	20320740	FAM106B
chr17	20320762	20320762	FAM106B
chr17	20327901	20327901	USP32P3
chr17	20344339	20344339	NOS2P3
chr17	20384642	20384642	RP11-434D2.6
chr17	20394635	20394635	AC015818.5
chr17	20396946	20396946	KRT16P5
chr17	20404982	20404982	KRT16P3
chr17	20406396	20406396	KRT16P3
chr17	20415872	20415872	AC025627.9
chr17	20422833	20422833	AC015818.3
chr17	20429414	20429414	AC015818.6
chr17	20435560	20435560	RP11-434D2.9
chr17	20457449	20457449	RP11-434D2.8
chr17	20458283	20458283	RP11-434D2.11
chr17	20467850	20467850	COTL1P2
chr17	20487070	20487070	ZSWIM5P2
chr17	20492370	20492370	MEIS3P2
chr17	20492605	20492605	MEIS3P2
chr17	20498843	20498843	AC087499.4
chr17	20512774	20512774	AC087499.9
chr17	20515979	20515979	AC087499.5
chr17	20536346	20536346	RP11-218E15.1
chr17	20613737	20613737	AC087499.8
chr17	20619795	20619795	AC126365.1
chr17	20646645	20646645	RNFT1P3
chr17	20674370	20674370	HNRNPA1P19
chr17	20678954	20678954	OLA1P2
chr17	20687957	20687957	SCDP1
chr17	20692529	20692529	RP11-283C24.2
chr17	20717932	20717932	ABHD17AP6
chr17	20805251	20805251	RNASEH1P1
chr17	20841335	20841335	RP11-344E13.1
chr17	20859994	20859994	AC090774.2
chr17	20884801	20884801	RP11-746M1.2
chr17	20887214	20887214	RP11-746M1.8
chr17	21163279	21163279	RP11-64J19.1
chr17	21348144	21348144	PDLIM1P2
chr17	21407883	21407883	RPL21P120
chr17	21455771	21455771	RP11-822E23.3
chr17	21476799	21476799	RP11-822E23.6
chr17	21477033	21477033	RP11-822E23.4
chr17	21496059	21496059	RP11-822E23.5
chr17	21536013	21536013	NCOR1P2
chr17	21549810	21549810	AC144838.2
chr17	21560547	21560547	AC144838.3
chr17	21747826	21747826	FTLP13
chr17	21804472	21804472	RP11-1109M24.15
chr17	21825739	21825739	RP11-1109M24.14
chr17	21827938	21827938	RP11-1109M24.13
chr17	21832276	21832276	RP11-1109M24.12
chr17	21858202	21858202	RP11-744K17.3
chr17	21904123	21904123	RP11-1109M24.11
chr17	21906475	21906475	RP11-1109M24.9
chr17	21908842	21908842	RP11-1109M24.8
chr17	21911221	21911221	RP11-1109M24.7
chr17	21934504	21934504	RP11-744K17.7
chr17	21934957	21934957	RP11-744K17.8
chr17	22018942	22018942	RP11-846F4.1
chr17	22024063	22024063	MTND1P15
chr17	22025224	22025224	RP11-846F4.5
chr17	22026649	22026649	RP11-846F4.6
chr17	22028178	22028178	TRNAS30P
chr17	22029259	22029259	MTATP6P3
chr17	22029937	22029937	RP11-846F4.9
chr17	22105714	22105714	RP11-846F4.10
chr17	22192651	22192651	RP11-285M22.2
chr17	22203741	22203741	RP11-846F4.11
chr17	25308719	25308719	RP11-260A9.1
chr17	25329686	25329686	PDLIM1P3
chr17	25346552	25346552	RP11-260A9.4
chr17	25384424	25384424	VN1R71P
chr17	25409715	25409715	TUFMP1
chr17	25601132	25601132	RPL34P31
chr17	25601143	25601143	RPL34P31
chr17	25607507	25607507	RPS16P8
chr17	25608119	25608119	RP11-173M1.3
chr17	25678883	25678883	RP11-173M1.5
chr17	25738463	25738463	RP11-578C11.2
chr17	25746563	25746563	TBC1D3P5
chr17	25853411	25853411	RP11-720N19.1
chr17	25939613	25939613	ITM2BP1
chr17	25978359	25978359	NOS2P1
chr17	25993774	25993774	RP11-19P22.7
chr17	26002919	26002919	RP11-19P22.10
chr17	26004830	26004830	RP11-19P22.6
chr17	26009501	26009501	RP11-19P22.2
chr17	26010971	26010971	RP11-19P22.3
chr17	26034203	26034203	RP1-66C13.1
chr17	26035136	26035136	RP1-66C13.2
chr17	26073157	26073157	RP1-66C13.3
chr17	26348693	26348693	RP11-218F4.2
chr17	26443264	26443264	RPS29P22
chr17	26496026	26496026	AC100852.2
chr17	26506505	26506505	AC100852.1
chr17	26525464	26525464	AC061975.9
chr17	26529823	26529823	AC061975.1
chr17	26547061	26547061	AC061975.7
chr17	26554331	26554331	PYY2
chr17	26568404	26568404	AC061975.6
chr17	26574469	26574469	PPY2
chr17	26581510	26581510	AC061975.5
chr17	26583400	26583400	CTD-2008P7.7
chr17	26596228	26596228	CTD-2008P7.6
chr17	26601682	26601682	CTD-2008P7.5
chr17	26608164	26608164	AC061975.4
chr17	26626483	26626483	AC061975.2
chr17	26631094	26631094	AC061975.3
chr17	26743939	26743939	H3F3BP2
chr17	26771080	26771080	CTD-2350C19.5
chr17	26794813	26794813	RPS7P1
chr17	26794839	26794839	RPS7P1
chr17	26982574	26982574	RPS12P28
chr17	27129461	27129461	RPL31P58
chr17	27175877	27175877	RP11-20B24.3
chr17	27348337	27348337	RP11-321A17.3
chr17	27348342	27348342	RP11-321A17.3
chr17	27524088	27524088	RP11-22N12.2
chr17	27530440	27530440	TWF1P1
chr17	27530443	27530443	TWF1P1
chr17	27667499	27667499	RPL35AP35
chr17	28043296	28043296	RPL21P123
chr17	28102764	28102764	RP11-82O19.2
chr17	28182776	28182776	RPL9P30
chr17	28299531	28299531	RP11-338L22.3
chr17	28386071	28386071	RNY4P13
chr17	28395649	28395649	RP11-1148O4.1
chr17	28856705	28856705	ALOX12P1
chr17	28880714	28880714	RP11-271K11.1
chr17	28894717	28894717	KRT17P3
chr17	28927882	28927882	SMURF2P1
chr17	28951430	28951430	SH3GL1P2
chr17	28956697	28956697	LRRC37BP1
chr17	29157918	29157918	CTD-2349P21.1
chr17	29302404	29302404	DPRXP4
chr17	29335171	29335171	RP11-848P1.7
chr17	29335771	29335771	RP11-848P1.9
chr17	29365592	29365592	RP11-271K11.5
chr17	29672538	29672538	AK4P1
chr17	30036586	30036586	RP11-805L22.1
chr17	30086813	30086813	RP11-805L22.2
chr17	30330128	30330128	RP11-640N20.1
chr17	30351487	30351487	RP11-640N20.5
chr17	30367455	30367455	SH3GL1P1
chr17	30415179	30415179	RP11-640N20.8
chr17	30423862	30423862	RP11-640N20.6
chr17	30433348	30433348	RP11-640N20.9
chr17	30438580	30438580	CTD-2095E4.1
chr17	30477451	30477451	ARGFXP2
chr17	30554908	30554908	UBL5P2
chr17	30761957	30761957	RP11-227G15.6
chr17	32363699	32363699	TLK2P1
chr17	32658880	32658880	RP11-521P1.1
chr17	33403755	33403755	RP5-837J1.1
chr17	33517979	33517979	RP11-799D4.1
chr17	33671249	33671249	RP11-686D22.2
chr17	33704434	33704434	RP11-686D22.6
chr17	33733966	33733966	RP11-686D22.3
chr17	33736620	33736620	RP11-686D22.7
chr17	33786499	33786499	RP11-1094M14.7
chr17	33797087	33797087	RP11-686D22.10
chr17	33817027	33817027	RP11-1094M14.9
chr17	33825236	33825236	RP11-1094M14.8
chr17	33841784	33841784	RP11-1094M14.4
chr17	33893535	33893535	RP11-1094M14.1
chr17	33923922	33923922	CTC-507E2.2
chr17	34046906	34046906	RPL17P42
chr17	34188096	34188096	AC015849.14
chr17	34239638	34239638	LRRC37A9P
chr17	34282480	34282480	CTB-186H2.1
chr17	34290529	34290529	CTB-186H2.2
chr17	34488981	34488981	RP11-428O23.1
chr17	34569146	34569146	AC131056.6
chr17	34746594	34746594	CTB-91J4.3
chr17	34930300	34930300	CTB-75G16.1
chr17	34930300	34930300	CTB-75G16.1
chr17	35497535	35497535	RP11-19G24.1
chr17	35500530	35500530	HMGB1P24
chr17	35519529	35519529	RP11-19G24.2
chr17	35814272	35814272	CTC-421K24.1
chr17	36213921	36213921	RP11-115K3.2
chr17	36333638	36333638	RP11-1407O15.3
chr17	37011566	37011566	RPS20P35
chr17	37152575	37152575	RP1-56K13.6
chr17	37183529	37183529	LRRC37A11P
chr17	37190178	37190178	CTD-2206N4.1
chr17	37213316	37213316	CTD-2206N4.4
chr17	37394718	37394718	RP11-690G19.4
chr17	37991289	37991289	KRT8P34
chr17	37995621	37995621	AC079199.2
chr17	38524203	38524203	CTD-2267D19.4
chr17	38595718	38595718	RP11-58O9.1
chr17	38843289	38843289	AC090283.3
chr17	38875285	38875285	KRT223P
chr17	39160732	39160732	KRTAP3-4P
chr17	39228197	39228197	KRTAP2-5P
chr17	39343195	39343195	AC006070.12
chr17	39368957	39368957	KRTAP9-12P
chr17	39427562	39427562	KRTAP9-11P
chr17	39436855	39436855	KRTAP9-10P
chr17	39479678	39479678	TBC1D3P7
chr17	39490883	39490883	AC003958.6
chr17	39562763	39562763	KRT41P
chr17	39604434	39604434	KRT43P
chr17	39784138	39784138	KRT42P
chr17	40673735	40673735	AC067852.1
chr17	40685549	40685549	PTP4A2P1
chr17	40698781	40698781	HSD17B1P1
chr17	40799851	40799851	ATP5LP7
chr17	40800195	40800195	HMGB3P27
chr17	40866316	40866316	CTD-3193K9.1
chr17	40904897	40904897	HMGN2P15
chr17	40905547	40905547	HMGN2P15
chr17	41231318	41231318	RPL21P4
chr17	41283224	41283224	NBR2
chr17	41296972	41296972	CTD-3199J23.6
chr17	41320186	41320186	RP11-242D8.2
chr17	41321896	41321896	RP11-242D8.3
chr17	41553565	41553565	AC087650.1
chr17	41795681	41795681	RP11-209M4.1
chr17	42306127	42306127	SHC1P2
chr17	42442381	42442381	RPL7L1P5
chr17	42673713	42673713	RP11-1072C15.7
chr17	42722778	42722778	RP11-1072C15.3
chr17	42722778	42722778	RP11-1072C15.3
chr17	42797127	42797127	RP11-1072C15.1
chr17	43578684	43578684	LRRC37A4P
chr17	43585474	43585474	LRRC37A4P
chr17	43631075	43631075	RP11-798G7.4
chr17	43663236	43663236	DND1P1
chr17	43678234	43678234	RP11-707O23.5
chr17	43685908	43685908	RPS26P8
chr17	43685936	43685936	RPS26P8
chr17	43710414	43710414	CRHR1-IT1
chr17	44320971	44320971	RP11-259G18.2
chr17	44336916	44336916	RP11-259G18.3
chr17	44344777	44344777	RP11-259G18.1
chr17	44581311	44581311	RP11-995C19.2
chr17	44798947	44798947	RPS7P11
chr17	45094558	45094558	LRRC37A17P
chr17	45236556	45236556	RP5-867C24.1
chr17	45560357	45560357	MRPL45P2
chr17	46767842	46767842	CTD-2377D24.2
chr17	46768477	46768477	RPL9P28
chr17	46791091	46791091	COX6B1P2
chr17	46952275	46952275	RP11-463M16.4
chr17	46958483	46958483	RP11-463M16.5
chr17	46976492	46976492	RP11-501C14.9
chr17	47114483	47114483	RP11-501C14.7
chr17	47162872	47162872	CTD-2244F11.2
chr17	47225700	47225700	RP11-708H21.1
chr17	47477790	47477790	RP11-1079K10.1
chr17	47477790	47477790	RP11-1079K10.1
chr17	47500969	47500969	AC004797.1
chr17	47501630	47501630	AC004797.1
chr17	47872704	47872704	RP11-613C6.4
chr17	48016485	48016485	RP11-304F15.5
chr17	48248873	48248873	HILS1
chr17	48248874	48248874	HILS1
chr17	48313205	48313205	SUMO2P7
chr17	48527539	48527539	MRPS21P9
chr17	48874726	48874726	RP11-294J22.5
chr17	48925310	48925310	RPL5P33
chr17	49579848	49579848	RPL7P48
chr17	51183094	51183094	RP11-750B16.1
chr17	51430787	51430787	RP11-146P2.1
chr17	51511491	51511491	CTD-2535P7.1
chr17	51515916	51515916	CTD-2535P7.2
chr17	51758990	51758990	RP11-312B18.1
chr17	51834349	51834349	RPS2P48
chr17	52030296	52030296	RP11-618P13.1
chr17	52555156	52555156	ISCA1P3
chr17	52780296	52780296	RP11-372K20.1
chr17	52831525	52831525	ARL2BPP8
chr17	53628291	53628291	CTD-2033D24.1
chr17	53638269	53638269	CTD-2033D24.2
chr17	54445423	54445423	RP11-502F1.2
chr17	54650400	54650400	RPL39P33
chr17	54961999	54961999	RP11-670E13.3
chr17	55029024	55029024	RP5-1107A17.2
chr17	55122881	55122881	RNF126P1
chr17	56234388	56234388	MSX2P1
chr17	56234808	56234808	MSX2P1
chr17	56553498	56553498	RP11-112H10.6
chr17	56737940	56737940	CTD-2200P10.1
chr17	56752646	56752646	CTD-2200P10.3
chr17	56975136	56975136	RP11-579O24.1
chr17	57252343	57252343	CTD-2510F5.2
chr17	57358490	57358490	RP11-567L7.7
chr17	57962375	57962375	NDUFB8P2
chr17	57989557	57989557	RP5-1073F15.1
chr17	58085797	58085797	TBC1D3P1
chr17	58140364	58140364	RP11-178C3.6
chr17	58250682	58250682	FAM106DP
chr17	58322648	58322648	RP11-3K24.1
chr17	58393194	58393194	RP11-3K24.2
chr17	58511083	58511083	RPL12P38
chr17	58590550	58590550	RP11-15E18.5
chr17	58639370	58639370	RP11-15E18.3
chr17	58642100	58642100	RP11-15E18.2
chr17	58804525	58804525	AC111155.1
chr17	58887525	58887525	KRT18P61
chr17	58928742	58928742	HMGN1P28
chr17	59147231	59147231	AC005884.1
chr17	59667893	59667893	AC002994.1
chr17	60214332	60214332	POLRMTP1
chr17	60308830	60308830	RP11-51L5.3
chr17	60337994	60337994	RP11-51L5.4
chr17	60342377	60342377	TBC1D3P2
chr17	60360062	60360062	RP11-51L5.5
chr17	60397244	60397244	RP11-51L5.1
chr17	60459028	60459028	RP11-51L5.2
chr17	60474757	60474757	RPS23P7
chr17	60593681	60593681	RP11-464D20.2
chr17	60593732	60593732	RP11-464D20.2
chr17	60918461	60918461	SLMO2P3
chr17	61028191	61028191	RP11-180P8.2
chr17	61055854	61055854	RP11-180P8.4
chr17	61082032	61082032	RP11-180P8.5
chr17	61165522	61165522	RP11-556O9.4
chr17	61259526	61259526	RP11-556O9.3
chr17	61409344	61409344	RP11-269G24.8
chr17	61470715	61470715	RP11-269G24.7
chr17	61548964	61548964	CTD-2501B8.5
chr17	61548964	61548964	CTD-2501B8.5
chr17	61584416	61584416	ACE3P
chr17	61688131	61688131	RP11-51F16.9
chr17	61713960	61713960	RP11-51F16.5
chr17	61934500	61934500	TCAM1P
chr17	61963210	61963210	RP11-630H24.3
chr17	61978002	61978002	RP11-630H24.4
chr17	62385675	62385675	RPL31P57
chr17	62487639	62487639	AC138744.2
chr17	62568946	62568946	RP11-87N3.6
chr17	62743381	62743381	MINOS1P2
chr17	62746035	62746035	RP13-104F24.1
chr17	62746537	62746537	RP13-104F24.3
chr17	62758029	62758029	RP11-927P21.5
chr17	62774959	62774959	RP11-927P21.4
chr17	62796900	62796900	PLEKHM1P
chr17	62843503	62843503	RP11-927P21.7
chr17	62877208	62877208	RP11-927P21.8
chr17	62888845	62888845	RP11-927P21.9
chr17	62902000	62902000	RP11-927P21.12
chr17	62923751	62923751	RP11-583F2.1
chr17	62932602	62932602	RP11-927P21.6
chr17	62947615	62947615	RP11-583F2.6
chr17	62949800	62949800	SLC16A6P1
chr17	62964339	62964339	AMZ2P1
chr17	63181436	63181436	RP11-169I9.2
chr17	63640425	63640425	GS1-531I17.3
chr17	63651031	63651031	GS1-531I17.2
chr17	64193810	64193810	PSMD7P1
chr17	65220843	65220843	RPL36AP48
chr17	65272233	65272233	RP11-401F2.2
chr17	65770706	65770706	RP11-557B23.3
chr17	65780868	65780868	RPL17P41
chr17	66091208	66091208	LOC732538
chr17	66098048	66098048	LINC00674
chr17	66121917	66121917	LRRC37A16P
chr17	66130815	66130815	SH3GL1P3
chr17	66148916	66148916	RP11-147L13.7
chr17	66195061	66195061	LOC440461
chr17	67090429	67090429	LOC100421166
chr17	67314873	67314873	SNRPGP4
chr17	67703333	67703333	RP1-200G19.1
chr17	68237464	68237464	CALM2P1
chr17	68625057	68625057	RP11-1058G23.1
chr17	69008137	69008137	RP11-1003J3.1
chr17	69617118	69617118	LOC124685
chr17	69617121	69617121	LOC124685
chr17	70623369	70623369	RPL32P33
chr17	71064008	71064008	RP11-766H1.1
chr17	71159173	71159173	POLR3KP2
chr17	72545537	72545537	AC079325.5
chr17	72556854	72556854	AC079325.6
